GENOME,PROFIT,NUMERO DI TRADE,WIN RATIO
000101011101-010010111110-011011001100-100100100101-100111001111-101111110000-110010010010-110010111100-111001111111-111100100000-01010111,10.12,13,46.15
000000010000-000100110111-001110100010-010100011110-010100111011-100100100100-101010100001-101010100011-101011101100-111101110110-00011000,-23.18,77,15.58
011000111110-101000100101-101001100010-101101111011-101110100010-110001100001-111000000011-111100111001-111111001111-111111111111-00100011,-3.34,8,37.5
000011111000-000101011000-001011000000-011101101111-100010010000-100011011011-100011110000-110001011111-110001111100-110100011110-10001000,-3.94,87,60.92
000100010011-001001110001-011010111101-100010000010-100100010011-100111001100-101111001100-111000010000-111010010110-111111111111-11111000,13.85,30,56.67
000000110000-001100110011-010001110010-011111110111-100011011000-100101011001-101101001011-110001111011-111100011011-111111010101-10110011,-42.61,63,52.38
001010000101-001100010001-010000000011-010110101101-011100110101-101001001101-101101011111-110101101110-111010001110-111010100110-00110000,4.09,2,50.0
000000010010-000010011000-000111100010-001001111011-001100010010-001111110000-010001000100-010110110010-010110110011-100010100010-00110010,-28.42,60,23.33
000000000000-000111100101-001011110010-011011111011-011100111010-110111100110-111000011110-111000110000-111100001001-111111110001-11011000,-1.67,51,54.9
001010010101-001011001101-001101000000-001101010100-010100110010-011101101100-101010011010-101101100001-101110100001-110000110110-01111000,5.03,4,50.0
000101000000-000101001001-001000110000-001011110011-001011111010-011111110111-101110111011-101111001110-110011111010-111101110001-11000011,-10.12,63,79.37
000001111100-000100010111-000110000100-010100011001-010111111110-011000010000-100001101001-100010010110-110110010110-111111111110-11101111,6.06,19,63.16
001000111001-001011111100-010011111111-011010001111-100011101010-100011111110-110100001000-110111001010-111000011101-111111010011-10011101,-15.81,26,34.62
000000001100-000110011010-000110110001-001100011001-011101011101-100001000101-110101110010-111010001100-111011001001-111111100101-01111110,-10.25,26,26.92
001000111000-001101101011-010010100010-010011111011-011100100100-100010011000-110010101010-110101010111-111101100011-111111001011-10010000,1.6,52,53.85
000000111100-001101001000-010000100010-010001111010-011001001010-011110110011-100100111001-101100101000-101110011101-111110101110-11111100,29.42,19,68.42
000001010100-000101111111-001011101010-011000110111-011010011110-100001011111-100100001111-101001100100-101101000111-110001111011-10111010,18.7,6,83.33
000010001010-001010001001-010001100111-010110001010-010111110000-100110001110-100111100011-110011011110-110011101001-110111101110-00110001,5.95,23,39.13
000010110111-000110010111-001110010110-010010001011-011001110100-011111011001-101111110010-110100000001-111001011011-111011110010-11101010,-0.32,14,71.43
000111000001-001000001100-001110100110-001111000110-010000011000-010000100001-010101111101-101100011101-101110000110-110101100101-00100001,18.65,25,80.0
001010000111-010011101100-010110110011-011000110100-011010001010-100001101010-101001011110-101110100010-110000111111-111010000000-01011100,-2.77,5,20.0
000101100011-000111100110-010010101101-010101010101-010110000101-011001111010-011111101011-011111101101-101010011010-101100100011-10010011,30.18,9,77.78
000010101110-000011001110-000101011010-000101101100-010010001110-100000101101-100011100001-100111000101-101111001010-111010110001-11100110,9.86,6,100.0
000011001101-001100100010-001100101101-011010101101-100001100001-101100110011-101110100011-110000000101-110001111101-110011110100-01101110,-0.68,6,33.33
001011110001-001110110010-011010011101-011011111101-101011101011-101101100101-101110110000-111001101111-111010010100-111010110000-00111111,-5.62,13,15.38
000100001111-000111010100-001010010010-001111011110-010100001101-101100001100-110001101000-110011010011-111100010001-111101110010-01111010,4.13,13,38.46
000000111100-000111010010-011100000101-011100010101-100101101101-101001100001-101111101010-110000001111-111010110010-111111000000-11010010,-15.98,12,41.67
000000011101-000010100010-000011001011-010100101011-011110011010-100100110011-101011000001-101111000110-110000101001-110010101101-01000001,13.48,15,73.33
000111010110-001011011110-010011101110-011101100110-100101100001-101010100000-110110111100-110111111001-111110100000-111110100110-00101101,8.6,11,45.45
001001000101-010011010011-011001010010-100010111011-100110001111-101100101011-110010100101-110101100110-111000100101-111101001100-01110101,14.73,10,60.0
001000100111-010100001110-010110011000-010110100001-010110110000-011001011101-011101101011-101100011101-110100101001-111110111010-01000101,-4.35,6,33.33
000111110011-010010011011-010101111000-011101111111-100001101110-100100110011-100101110011-101100111010-111010101101-111101010111-11011010,14.24,9,66.67
000000111111-000101000100-010111000100-011011011111-011111101100-100100111100-101101100111-101101110100-101110111001-111010010000-11111010,-11.29,13,53.85
000010101010-010010000000-011001001111-100100000001-100100011000-110100010111-110111110011-111010010010-111110100111-111111001110-11010001,-42.54,83,53.01
000000010110-001010001001-001110001110-010101000100-011011111101-011111001011-101101110010-110001011101-110110011001-111110111110-10111000,1.41,16,43.75
000000101001-001001011100-011000100001-011000101100-011001111000-100111110100-101011101000-101100101001-101111110101-111001100000-01010010,-8.54,26,34.62
000010000110-000100011111-000110110101-001100101101-001111111011-010001000111-011111110011-101011000100-101101001110-110000010100-01111010,5.55,6,50.0
000001011000-001000011000-001101101111-011000111010-011010101110-011110011101-011111010010-100001011110-100010000100-100101111110-00001100,1.24,78,28.21
000111011111-000111111010-001010110011-011101101110-100100010010-100100011001-101000101011-101110001011-110010001100-111101001010-01110000,-41.25,56,35.71
001001001101-011010111111-011011100000-100110001110-101101011101-101111101010-110001111001-111000001010-111100011100-111101110111-01001010,-3.82,9,55.56
000011011011-000101000010-010001010001-010011000001-011011110101-011110101010-100110011001-110000100111-111010000000-111011101000-01001001,-12.35,25,48.0
000101100010-000110101010-001000010000-011001001010-011001110111-100011111110-100101100011-100111111010-111001000000-111110011100-11001100,27.34,31,74.19
000010001010-001110010010-010001101101-011110000001-101000100011-110010101111-110111000010-110111011100-111000010001-111100001010-10000100,-5.51,17,58.82
001100000100-010101100101-011010100110-011010111001-011011101111-100110011110-101111011001-111011010001-111100000100-111101011001-10101111,-17.07,3,0.0
000011000101-001011000111-001110001000-010101100010-011111000100-100001000010-111000000011-111001101111-111100000001-111100001111-01000011,-6.91,15,60.0
000101100101-001110000011-010010011111-010111100100-011011101001-011100111000-100111111101-101010111000-110001111010-110110100100-10000111,-1.5,2,50.0
001000110000-001010101010-010010000101-011010111000-011101010101-100010000110-100100011111-111001110111-111001111101-111111100001-01111111,-4.34,39,41.03
000011111000-000111001100-010000000110-010001010111-010011010010-011010001110-011011001101-100011101110-101111100011-111000101100-00001110,22.8,65,27.69
000111101100-001110110111-101000110110-101001001010-101010000010-101110010110-101110110001-110010111101-110100001100-111101001111-10101000,-14.89,18,50.0
000111011010-001111011101-010100000010-010111100001-011001110000-011101101101-100010111001-100011001011-101001100110-101110101100-00010001,2.88,34,29.41
000100010100-001001000111-001100111010-001110010000-011100111001-100100100010-101000101101-101110101011-110001111001-110011000001-00110011,1.58,13,38.46
001101001111-011000010100-011001011100-011011110011-101110100111-101111101111-110011110000-110111111110-111100010010-111100010101-01010010,7.58,7,57.14
000001100111-001010110010-010001110100-100010000001-101010101101-110011000011-111010010111-111010011001-111101110011-111101111101-11000001,-12.64,52,86.54
000011000111-000110111010-000111100111-001011100000-011101100011-100001111110-101000110011-101001111011-101110011010-111011100010-10011111,-30.9,13,15.38
000111010010-011010001011-011101010110-011110110000-011111011000-101100111010-110010110001-110011000000-110100010101-111011011010-00011101,3.36,8,37.5
000110100000-001111101101-010000110100-010100001110-011011110110-011110101010-011110110011-101101100110-110101001101-111010111011-00100110,-15.9,58,48.28
000111010001-001111110000-010111101101-011010011100-100000001110-101011100100-101101111101-110000001010-110011111011-111100010010-11101000,2.11,21,66.67
000101110011-001011111110-001110110000-010001110001-010111001001-011110111011-110000100000-111010100101-111011110000-111100110100-11000111,-23.25,9,55.56
000100111000-000110010011-010010100110-011010001010-011100100110-011110010111-100110100011-110010101110-110011001100-110100101010-10000010,-2.27,63,80.95
000011110001-001100101000-011011000000-100010000111-110000010011-110010001110-110100010100-110110101010-111001100111-111010110010-10001101,-0.86,27,51.85
000000001000-000011010011-000100100100-000101011110-000101111111-000110001110-010011101101-011110101010-111101010000-111101100010-01111010,2.01,58,36.21
010001100000-010111011000-011101100100-011110110000-100011100110-110000000100-110101000001-111110100011-111111001101-111111111111-01010110,-1.45,20,35.0
001100101000-011000010001-011010100101-011111100010-100101001101-101001001111-101001110000-111001101010-111010101110-111100001100-10110000,-4.91,15,53.33
000011001111-000101011110-001001011011-010000110110-010011001011-010100010101-011100110100-100010100011-110010100110-110011110010-00110110,2.11,9,33.33
010001001001-011010010011-100110011100-101001010010-101001110000-101010001110-110001010000-110101111000-111000010110-111110101001-11000110,3.49,13,69.23
000001100011-010000001111-010000110011-010010111001-010101001000-011000010000-011010001110-100101000101-101100100101-101110010000-10110001,-1.22,18,61.11
010011101110-010110001011-011100000110-011110011011-100101001101-101111111110-110101001010-110110000111-110110111001-111100100011-00010011,-5.55,4,0.0
000110001000-000111111001-010010000100-010110011001-010111111011-011110010010-100110111100-100111010000-110001000011-111111001111-01111000,31.91,60,46.67
000010010101-000110110111-001110110110-010010010101-010111010111-011111010110-100011100011-100100011000-110110101011-111001111011-01011110,-4.98,43,30.23
000001010001-001011011110-001110100011-010001111001-011100001111-101000001010-101100010011-101101000001-110010111001-111010011110-10100100,5.67,39,74.36
000101011111-001011010000-010100100100-010110011110-011011101101-011011111010-110001111001-110110101111-111110101000-111111001011-00011110,6.71,6,33.33
001010101010-010011111000-010111111101-011011111101-101001101110-101110001000-110001110011-110010101000-110100100000-110101001100-00011101,21.47,26,26.92
000001111001-000011000001-011011001101-100000000001-100010010001-101000101100-110010010111-110100001011-111010100001-111010101111-01100101,-8.49,103,59.22
001000111100-010001100000-100100100110-101001001000-101100011100-101101001100-110001001101-110101011101-111011101000-111101000100-01111010,32.18,8,87.5
001010011111-001110100110-010000101111-010011110101-011010011110-100010101010-100110000010-100110100101-110001111000-110101010011-11111110,-24.79,27,44.44
000001100011-000110011110-000111011111-001100110111-010010111110-010101110110-100010110010-101010101100-110100111101-110101100101-00110100,5.72,6,33.33
